Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2
Ambos sexos,Cantabria,De 16 a 19 años,2020T4,43,22
Ambos sexos,Cantabria,De 16 a 19 años,2020T3,43,40
Ambos sexos,Cantabria,De 16 a 19 años,2020T2,71,8
Ambos sexos,Cantabria,De 16 a 19 años,2020T1,31,31
Ambos sexos,Cantabria,De 16 a 19 años,2019T4,31,42
Ambos sexos,Cantabria,De 16 a 19 años,2019T3,32,43
Ambos sexos,Cantabria,De 16 a 19 años,2019T2,19,53
Ambos sexos,Cantabria,De 16 a 19 años,2019T1,71,8
Ambos sexos,Cantabria,De 16 a 19 años,2018T4,29,95
Ambos sexos,Cantabria,De 16 a 19 años,2018T3,23,68
Ambos sexos,Cantabria,De 16 a 19 años,2018T2,43,74
Ambos sexos,Cantabria,De 16 a 19 años,2018T1,24,0
Ambos sexos,Cantabria,De 16 a 19 años,2017T4,28,16
Ambos sexos,Cantabria,De 16 a 19 años,2017T3,16,92
Ambos sexos,Cantabria,De 16 a 19 años,2017T2,34,86
Ambos sexos,Cantabria,De 16 a 19 años,2017T1,43,10
Ambos sexos,Cantabria,De 16 a 19 años,2016T4,33,17
Ambos sexos,Cantabria,De 16 a 19 años,2016T3,30,74
Ambos sexos,Cantabria,De 16 a 19 años,2016T2,69,0
Ambos sexos,Cantabria,De 16 a 19 años,2016T1,58,19
Ambos sexos,Cantabria,De 16 a 19 años,2015T4,64,84
Ambos sexos,Cantabria,De 16 a 19 años,2015T3,35,14
Ambos sexos,Cantabria,De 16 a 19 años,2015T2,75,84
Ambos sexos,Cantabria,De 16 a 19 años,2015T1,61,81
Ambos sexos,Cantabria,De 16 a 19 años,2014T4,70,2
Ambos sexos,Cantabria,De 16 a 19 años,2014T3,53,23
Ambos sexos,Cantabria,De 16 a 19 años,2014T2,79,37
Ambos sexos,Cantabria,De 16 a 19 años,2014T1,48,32
Ambos sexos,Cantabria,De 16 a 19 años,2013T4,71,21
Ambos sexos,Cantabria,De 16 a 19 años,2013T3,17,91
Ambos sexos,Cantabria,De 16 a 19 años,2013T2,60,19
Ambos sexos,Cantabria,De 16 a 19 años,2013T1,56,80
Ambos sexos,Cantabria,De 16 a 19 años,2012T4,60,53
Ambos sexos,Cantabria,De 16 a 19 años,2012T3,49,72
Ambos sexos,Cantabria,De 16 a 19 años,2012T2,57,96
Ambos sexos,Cantabria,De 16 a 19 años,2012T1,57,99
Ambos sexos,Cantabria,De 16 a 19 años,2011T4,57,95
Ambos sexos,Cantabria,De 16 a 19 años,2011T3,53,30
Ambos sexos,Cantabria,De 16 a 19 años,2011T2,63,40
Ambos sexos,Cantabria,De 16 a 19 años,2011T1,56,98
Ambos sexos,Cantabria,De 16 a 19 años,2010T4,64,52
Ambos sexos,Cantabria,De 16 a 19 años,2010T3,44,48
Ambos sexos,Cantabria,De 16 a 19 años,2010T2,45,85
Ambos sexos,Cantabria,De 16 a 19 años,2010T1,55,97
Ambos sexos,Cantabria,De 16 a 19 años,2009T4,47,83
Ambos sexos,Cantabria,De 16 a 19 años,2009T3,29,82
Ambos sexos,Cantabria,De 16 a 19 años,2009T2,52,0
Ambos sexos,Cantabria,De 16 a 19 años,2009T1,53,63
Ambos sexos,Cantabria,De 16 a 19 años,2008T4,31,96
Ambos sexos,Cantabria,De 16 a 19 años,2008T3,17,58
Ambos sexos,Cantabria,De 16 a 19 años,2008T2,37,25
Ambos sexos,Cantabria,De 16 a 19 años,2008T1,25,5
Ambos sexos,Cantabria,De 16 a 19 años,2007T4,9,8
Ambos sexos,Cantabria,De 16 a 19 años,2007T3,20,48
Ambos sexos,Cantabria,De 16 a 19 años,2007T2,26,87
Ambos sexos,Cantabria,De 16 a 19 años,2007T1,25,94
Ambos sexos,Cantabria,De 16 a 19 años,2006T4,33,2
Ambos sexos,Cantabria,De 16 a 19 años,2006T3,33,8
Ambos sexos,Cantabria,De 16 a 19 años,2006T2,21,99
Ambos sexos,Cantabria,De 16 a 19 años,2006T1,32,66
Ambos sexos,Cantabria,De 16 a 19 años,2005T4,25,70
Ambos sexos,Cantabria,De 16 a 19 años,2005T3,16,71
Ambos sexos,Cantabria,De 16 a 19 años,2005T2,32,77
Ambos sexos,Cantabria,De 16 a 19 años,2005T1,29,81
Ambos sexos,Cantabria,De 16 a 19 años,2004T4,25,12
Ambos sexos,Cantabria,De 16 a 19 años,2004T3,30,96
Ambos sexos,Cantabria,De 16 a 19 años,2004T2,33,2
Ambos sexos,Cantabria,De 16 a 19 años,2004T1,43,89
Ambos sexos,Cantabria,De 16 a 19 años,2003T4,20,27
Ambos sexos,Cantabria,De 16 a 19 años,2003T3,25,84
Ambos sexos,Cantabria,De 16 a 19 años,2003T2,29,63
Ambos sexos,Cantabria,De 16 a 19 años,2003T1,29,13
Ambos sexos,Cantabria,De 16 a 19 años,2002T4,43,83
Ambos sexos,Cantabria,De 16 a 19 años,2002T3,25,79
Ambos sexos,Cantabria,De 16 a 19 años,2002T2,16,57
Ambos sexos,Cantabria,De 16 a 19 años,2002T1,18,50
Ambos sexos,Cantabria,De 20 a 24 años,2023T4,22,22
Ambos sexos,Cantabria,De 20 a 24 años,2023T3,14,0
Ambos sexos,Cantabria,De 20 a 24 años,2023T2,20,28
Ambos sexos,Cantabria,De 20 a 24 años,2023T1,21,74
Ambos sexos,Cantabria,De 20 a 24 años,2022T4,25,29
Ambos sexos,Cantabria,De 20 a 24 años,2022T3,16,87
Ambos sexos,Cantabria,De 20 a 24 años,2022T2,24,88
Ambos sexos,Cantabria,De 20 a 24 años,2022T1,25,15
Ambos sexos,Cantabria,De 20 a 24 años,2021T4,24,89
Ambos sexos,Cantabria,De 20 a 24 años,2021T3,18,43
Ambos sexos,Cantabria,De 20 a 24 años,2021T2,34,95
Ambos sexos,Cantabria,De 20 a 24 años,2021T1,29,3
Ambos sexos,Cantabria,De 20 a 24 años,2020T4,33,39
Ambos sexos,Cantabria,De 20 a 24 años,2020T3,38,41
Ambos sexos,Cantabria,De 20 a 24 años,2020T2,55,29
Ambos sexos,Cantabria,De 20 a 24 años,2020T1,39,21
Ambos sexos,Cantabria,De 20 a 24 años,2019T4,22,78
Ambos sexos,Cantabria,De 20 a 24 años,2019T3,25,89
Ambos sexos,Cantabria,De 20 a 24 años,2019T2,31,58
Ambos sexos,Cantabria,De 20 a 24 años,2019T1,37,82
Ambos sexos,Cantabria,De 20 a 24 años,2018T4,36,32
Ambos sexos,Cantabria,De 20 a 24 años,2018T3,21,24
Ambos sexos,Cantabria,De 20 a 24 años,2018T2,31,63
Ambos sexos,Cantabria,De 20 a 24 años,2018T1,43,17
Ambos sexos,Cantabria,De 20 a 24 años,2017T4,40,33
Ambos sexos,Cantabria,De 20 a 24 años,2017T3,36,85
Ambos sexos,Cantabria,De 20 a 24 años,2017T2,33,44
Ambos sexos,Cantabria,De 20 a 24 años,2017T1,35,57
Ambos sexos,Cantabria,De 20 a 24 años,2016T4,30,16
Ambos sexos,Cantabria,De 20 a 24 años,2016T3,29,11
Ambos sexos,Cantabria,De 20 a 24 años,2016T2,35,65
Ambos sexos,Cantabria,De 20 a 24 años,2016T1,26,2
Ambos sexos,Cantabria,De 20 a 24 años,2015T4,37,77
Ambos sexos,Cantabria,De 20 a 24 años,2015T3,33,53
Ambos sexos,Cantabria,De 20 a 24 años,2015T2,42,12
Ambos sexos,Cantabria,De 20 a 24 años,2015T1,36,42
Ambos sexos,Cantabria,De 20 a 24 años,2014T4,45,11
Ambos sexos,Cantabria,De 20 a 24 años,2014T3,47,77
Ambos sexos,Cantabria,De 20 a 24 años,2014T2,48,1
Ambos sexos,Cantabria,De 20 a 24 años,2014T1,50,48
Ambos sexos,Cantabria,De 20 a 24 años,2013T4,52,48
Ambos sexos,Cantabria,De 20 a 24 años,2013T3,48,95
Ambos sexos,Cantabria,De 20 a 24 años,2013T2,55,63
Ambos sexos,Cantabria,De 20 a 24 años,2013T1,53,4
Ambos sexos,Cantabria,De 20 a 24 años,2012T4,39,45
Ambos sexos,Cantabria,De 20 a 24 años,2012T3,35,52
Ambos sexos,Cantabria,De 20 a 24 años,2012T2,40,4
Ambos sexos,Cantabria,De 20 a 24 años,2012T1,44,36
Ambos sexos,Cantabria,De 20 a 24 años,2011T4,40,54
Ambos sexos,Cantabria,De 20 a 24 años,2011T3,32,4
Ambos sexos,Cantabria,De 20 a 24 años,2011T2,37,73
Ambos sexos,Cantabria,De 20 a 24 años,2011T1,44,82
Ambos sexos,Cantabria,De 20 a 24 años,2010T4,38,31
Ambos sexos,Cantabria,De 20 a 24 años,2010T3,22,65
Ambos sexos,Cantabria,De 20 a 24 años,2010T2,34,61
Ambos sexos,Cantabria,De 20 a 24 años,2010T1,39,87
Ambos sexos,Cantabria,De 20 a 24 años,2009T4,35,13
Ambos sexos,Cantabria,De 20 a 24 años,2009T3,21,50
Ambos sexos,Cantabria,De 20 a 24 años,2009T2,26,46
Ambos sexos,Cantabria,De 20 a 24 años,2009T1,28,20
Ambos sexos,Cantabria,De 20 a 24 años,2008T4,22,88
Ambos sexos,Cantabria,De 20 a 24 años,2008T3,15,89
Ambos sexos,Cantabria,De 20 a 24 años,2008T2,20,27
Ambos sexos,Cantabria,De 20 a 24 años,2008T1,12,36
Ambos sexos,Cantabria,De 20 a 24 años,2007T4,11,2
Ambos sexos,Cantabria,De 20 a 24 años,2007T3,12,70
Ambos sexos,Cantabria,De 20 a 24 años,2007T2,11,81
Ambos sexos,Cantabria,De 20 a 24 años,2007T1,13,84
Ambos sexos,Cantabria,De 20 a 24 años,2006T4,12,21
Ambos sexos,Cantabria,De 20 a 24 años,2006T3,14,49
Ambos sexos,Cantabria,De 20 a 24 años,2006T2,14,52
Ambos sexos,Cantabria,De 20 a 24 años,2006T1,15,63
Ambos sexos,Cantabria,De 20 a 24 años,2005T4,17,74
Ambos sexos,Cantabria,De 20 a 24 años,2005T3,13,82
Ambos sexos,Cantabria,De 20 a 24 años,2005T2,16,59
Ambos sexos,Cantabria,De 20 a 24 años,2005T1,18,6
Ambos sexos,Cantabria,De 20 a 24 años,2004T4,19,28
Ambos sexos,Cantabria,De 20 a 24 años,2004T3,17,57
Ambos sexos,Cantabria,De 20 a 24 años,2004T2,21,51
Ambos sexos,Cantabria,De 20 a 24 años,2004T1,24,85
Ambos sexos,Cantabria,De 20 a 24 años,2003T4,20,4
Ambos sexos,Cantabria,De 20 a 24 años,2003T3,17,78
Ambos sexos,Cantabria,De 20 a 24 años,2003T2,16,24
Ambos sexos,Cantabria,De 20 a 24 años,2003T1,22,28
Ambos sexos,Cantabria,De 20 a 24 años,2002T4,22,90
Ambos sexos,Cantabria,De 20 a 24 años,2002T3,25,73
Ambos sexos,Cantabria,De 20 a 24 años,2002T2,22,89
Ambos sexos,Cantabria,De 20 a 24 años,2002T1,19,55
Ambos sexos,Cantabria,De 25 a 54 años,2023T4,7,6
Ambos sexos,Cantabria,De 25 a 54 años,2023T3,6,62
Ambos sexos,Cantabria,De 25 a 54 años,2023T2,7,64
Ambos sexos,Cantabria,De 25 a 54 años,2023T1,7,92
Ambos sexos,Cantabria,De 25 a 54 años,2022T4,9,49
Ambos sexos,Cantabria,De 25 a 54 años,2022T3,8,46
Ambos sexos,Cantabria,De 25 a 54 años,2022T2,7,4
Ambos sexos,Cantabria,De 25 a 54 años,2022T1,10,28
Ambos sexos,Cantabria,De 25 a 54 años,2021T4,11,48
Ambos sexos,Cantabria,De 25 a 54 años,2021T3,9,24
Ambos sexos,Cantabria,De 25 a 54 años,2021T2,12,60
Ambos sexos,Cantabria,De 25 a 54 años,2021T1,11,87
Ambos sexos,Cantabria,De 25 a 54 años,2020T4,11,11
Ambos sexos,Cantabria,De 25 a 54 años,2020T3,11,44
Ambos sexos,Cantabria,De 25 a 54 años,2020T2,12,23
Ambos sexos,Cantabria,De 25 a 54 años,2020T1,10,28
Ambos sexos,Cantabria,De 25 a 54 años,2019T4,11,76
Ambos sexos,Cantabria,De 25 a 54 años,2019T3,8,41
Ambos sexos,Cantabria,De 25 a 54 años,2019T2,8,82
Ambos sexos,Cantabria,De 25 a 54 años,2019T1,11,41
Ambos sexos,Cantabria,De 25 a 54 años,2018T4,9,27
Ambos sexos,Cantabria,De 25 a 54 años,2018T3,8,35
Ambos sexos,Cantabria,De 25 a 54 años,2018T2,11,20
Ambos sexos,Cantabria,De 25 a 54 años,2018T1,11,69
Ambos sexos,Cantabria,De 25 a 54 años,2017T4,12,79
Ambos sexos,Cantabria,De 25 a 54 años,2017T3,12,1
Ambos sexos,Cantabria,De 25 a 54 años,2017T2,13,60
Ambos sexos,Cantabria,De 25 a 54 años,2017T1,13,68
Ambos sexos,Cantabria,De 25 a 54 años,2016T4,12,66
Ambos sexos,Cantabria,De 25 a 54 años,2016T3,12,35
Ambos sexos,Cantabria,De 25 a 54 años,2016T2,15,33
Ambos sexos,Cantabria,De 25 a 54 años,2016T1,19,92
Ambos sexos,Cantabria,De 25 a 54 años,2015T4,17,62
Ambos sexos,Cantabria,De 25 a 54 años,2015T3,16,17
Ambos sexos,Cantabria,De 25 a 54 años,2015T2,17,73
Ambos sexos,Cantabria,De 25 a 54 años,2015T1,18,49
Ambos sexos,Cantabria,De 25 a 54 años,2014T4,17,18
Ambos sexos,Cantabria,De 25 a 54 años,2014T3,18,12
Ambos sexos,Cantabria,De 25 a 54 años,2014T2,18,78
Ambos sexos,Cantabria,De 25 a 54 años,2014T1,20,76
Ambos sexos,Cantabria,De 25 a 54 años,2013T4,19,33
Ambos sexos,Cantabria,De 25 a 54 años,2013T3,18,47
Ambos sexos,Cantabria,De 25 a 54 años,2013T2,21,55
Ambos sexos,Cantabria,De 25 a 54 años,2013T1,20,10
Ambos sexos,Cantabria,De 25 a 54 años,2012T4,19,29
Ambos sexos,Cantabria,De 25 a 54 años,2012T3,15,28
Ambos sexos,Cantabria,De 25 a 54 años,2012T2,17,49
Ambos sexos,Cantabria,De 25 a 54 años,2012T1,17,98
Ambos sexos,Cantabria,De 25 a 54 años,2011T4,15,21
Ambos sexos,Cantabria,De 25 a 54 años,2011T3,13,5
Ambos sexos,Cantabria,De 25 a 54 años,2011T2,13,42
Ambos sexos,Cantabria,De 25 a 54 años,2011T1,14,97
Ambos sexos,Cantabria,De 25 a 54 años,2010T4,13,68
Ambos sexos,Cantabria,De 25 a 54 años,2010T3,11,17
Ambos sexos,Cantabria,De 25 a 54 años,2010T2,12,41
Ambos sexos,Cantabria,De 25 a 54 años,2010T1,12,46
Ambos sexos,Cantabria,De 25 a 54 años,2009T4,11,39
Ambos sexos,Cantabria,De 25 a 54 años,2009T3,10,99
Ambos sexos,Cantabria,De 25 a 54 años,2009T2,10,67
Ambos sexos,Cantabria,De 25 a 54 años,2009T1,11,67
Ambos sexos,Cantabria,De 25 a 54 años,2008T4,8,13
Ambos sexos,Cantabria,De 25 a 54 años,2008T3,5,60
Ambos sexos,Cantabria,De 25 a 54 años,2008T2,5,92
Ambos sexos,Cantabria,De 25 a 54 años,2008T1,6,24
Ambos sexos,Cantabria,De 25 a 54 años,2007T4,4,67
Ambos sexos,Cantabria,De 25 a 54 años,2007T3,5,6
Ambos sexos,Cantabria,De 25 a 54 años,2007T2,5,91
Ambos sexos,Cantabria,De 25 a 54 años,2007T1,6,74
Ambos sexos,Cantabria,De 25 a 54 años,2006T4,5,39
Ambos sexos,Cantabria,De 25 a 54 años,2006T3,5,49
Ambos sexos,Cantabria,De 25 a 54 años,2006T2,5,73
Ambos sexos,Cantabria,De 25 a 54 años,2006T1,6,20
Ambos sexos,Cantabria,De 25 a 54 años,2005T4,7,3
Ambos sexos,Cantabria,De 25 a 54 años,2005T3,6,45
Ambos sexos,Cantabria,De 25 a 54 años,2005T2,8,54
Ambos sexos,Cantabria,De 25 a 54 años,2005T1,9,28
Ambos sexos,Cantabria,De 25 a 54 años,2004T4,10,76
Ambos sexos,Cantabria,De 25 a 54 años,2004T3,8,49
Ambos sexos,Cantabria,De 25 a 54 años,2004T2,9,75
Ambos sexos,Cantabria,De 25 a 54 años,2004T1,9,95
Ambos sexos,Cantabria,De 25 a 54 años,2003T4,9,62
Ambos sexos,Cantabria,De 25 a 54 años,2003T3,10,4
Ambos sexos,Cantabria,De 25 a 54 años,2003T2,9,81
Ambos sexos,Cantabria,De 25 a 54 años,2003T1,8,96
Ambos sexos,Cantabria,De 25 a 54 años,2002T4,8,98
Ambos sexos,Cantabria,De 25 a 54 años,2002T3,8,96
Ambos sexos,Cantabria,De 25 a 54 años,2002T2,8,64
Ambos sexos,Cantabria,De 25 a 54 años,2002T1,8,90
Ambos sexos,Cantabria,55 y más años,2023T4,5,98
Ambos sexos,Cantabria,55 y más años,2023T3,7,83
Ambos sexos,Cantabria,55 y más años,2023T2,7,3
Ambos sexos,Cantabria,55 y más años,2023T1,10,32
Ambos sexos,Cantabria,55 y más años,2022T4,9,79
Ambos sexos,Cantabria,55 y más años,2022T3,6,72
Ambos sexos,Cantabria,55 y más años,2022T2,7,27
Ambos sexos,Cantabria,55 y más años,2022T1,7,77
Ambos sexos,Cantabria,55 y más años,2021T4,8,65
Ambos sexos,Cantabria,55 y más años,2021T3,10,25
Ambos sexos,Cantabria,55 y más años,2021T2,6,65
Ambos sexos,Cantabria,55 y más años,2021T1,9,46
Ambos sexos,Cantabria,55 y más años,2020T4,9,90
Ambos sexos,Cantabria,55 y más años,2020T3,7,8
Ambos sexos,Cantabria,55 y más años,2020T2,10,51
Ambos sexos,Cantabria,55 y más años,2020T1,8,51
Ambos sexos,Cantabria,55 y más años,2019T4,6,4
Ambos sexos,Cantabria,55 y más años,2019T3,5,39
Ambos sexos,Cantabria,55 y más años,2019T2,5,92
Ambos sexos,Cantabria,55 y más años,2019T1,9,28
Ambos sexos,Cantabria,55 y más años,2018T4,5,92
Ambos sexos,Cantabria,55 y más años,2018T3,8,61
Ambos sexos,Cantabria,55 y más años,2018T2,7,89
Ambos sexos,Cantabria,55 y más años,2018T1,9,52
Ambos sexos,Cantabria,55 y más años,2017T4,10,36
Ambos sexos,Cantabria,55 y más años,2017T3,9,43
Ambos sexos,Cantabria,55 y más años,2017T2,10,51
Ambos sexos,Cantabria,55 y más años,2017T1,9,64
Ambos sexos,Cantabria,55 y más años,2016T4,9,21
Ambos sexos,Cantabria,55 y más años,2016T3,8,72
Ambos sexos,Cantabria,55 y más años,2016T2,8,96
Ambos sexos,Cantabria,55 y más años,2016T1,11,66
Ambos sexos,Cantabria,55 y más años,2015T4,12,43
Ambos sexos,Cantabria,55 y más años,2015T3,11,7
Ambos sexos,Cantabria,55 y más años,2015T2,12,54
Ambos sexos,Cantabria,55 y más años,2015T1,13,78
Ambos sexos,Cantabria,55 y más años,2014T4,16,13
Ambos sexos,Cantabria,55 y más años,2014T3,15,29
Ambos sexos,Cantabria,55 y más años,2014T2,12,86
Ambos sexos,Cantabria,55 y más años,2014T1,13,55
Ambos sexos,Cantabria,55 y más años,2013T4,11,52
Ambos sexos,Cantabria,55 y más años,2013T3,11,13
Ambos sexos,Cantabria,55 y más años,2013T2,14,45
Ambos sexos,Cantabria,55 y más años,2013T1,13,59
Ambos sexos,Cantabria,55 y más años,2012T4,11,10
Ambos sexos,Cantabria,55 y más años,2012T3,10,63
Ambos sexos,Cantabria,55 y más años,2012T2,8,62
Ambos sexos,Cantabria,55 y más años,2012T1,12,45
Ambos sexos,Cantabria,55 y más años,2011T4,9,66
Ambos sexos,Cantabria,55 y más años,2011T3,10,52
Ambos sexos,Cantabria,55 y más años,2011T2,12,4
Ambos sexos,Cantabria,55 y más años,2011T1,9,29
Ambos sexos,Cantabria,55 y más años,2010T4,8,29
Ambos sexos,Cantabria,55 y más años,2010T3,10,50
Ambos sexos,Cantabria,55 y más años,2010T2,8,86
Ambos sexos,Cantabria,55 y más años,2010T1,9,69
Ambos sexos,Cantabria,55 y más años,2009T4,6,7
Ambos sexos,Cantabria,55 y más años,2009T3,2,90
Ambos sexos,Cantabria,55 y más años,2009T2,6,12
Ambos sexos,Cantabria,55 y más años,2009T1,6,55
Ambos sexos,Cantabria,55 y más años,2008T4,3,62
Ambos sexos,Cantabria,55 y más años,2008T3,3,54
Ambos sexos,Cantabria,55 y más años,2008T2,4,40
Ambos sexos,Cantabria,55 y más años,2008T1,2,80
Ambos sexos,Cantabria,55 y más años,2007T4,1,12
Ambos sexos,Cantabria,55 y más años,2007T3,2,9
Ambos sexos,Cantabria,55 y más años,2007T2,3,89
Ambos sexos,Cantabria,55 y más años,2007T1,3,8
Ambos sexos,Cantabria,55 y más años,2006T4,2,16
Ambos sexos,Cantabria,55 y más años,2006T3,2,31
Ambos sexos,Cantabria,55 y más años,2006T2,5,48
Ambos sexos,Cantabria,55 y más años,2006T1,3,89
Ambos sexos,Cantabria,55 y más años,2005T4,4,88
Ambos sexos,Cantabria,55 y más años,2005T3,4,29
Ambos sexos,Cantabria,55 y más años,2005T2,4,48
Ambos sexos,Cantabria,55 y más años,2005T1,4,50
Ambos sexos,Cantabria,55 y más años,2004T4,5,52
Ambos sexos,Cantabria,55 y más años,2004T3,4,65
Ambos sexos,Cantabria,55 y más años,2004T2,5,34
Ambos sexos,Cantabria,55 y más años,2004T1,6,55
Ambos sexos,Cantabria,55 y más años,2003T4,5,81
Ambos sexos,Cantabria,55 y más años,2003T3,7,7
Ambos sexos,Cantabria,55 y más años,2003T2,3,88
Ambos sexos,Cantabria,55 y más años,2003T1,3,79
Ambos sexos,Cantabria,55 y más años,2002T4,5,69
Ambos sexos,Cantabria,55 y más años,2002T3,3,69
Ambos sexos,Cantabria,55 y más años,2002T2,5,29
Ambos sexos,Cantabria,55 y más años,2002T1,3,38
Ambos sexos,Castilla y León,Total,2023T4,9,50
Ambos sexos,Castilla y León,Total,2023T3,9,47
Ambos sexos,Castilla y León,Total,2023T2,9,6
Ambos sexos,Castilla y León,Total,2023T1,10,28
Ambos sexos,Castilla y León,Total,2022T4,8,83
Ambos sexos,Castilla y León,Total,2022T3,8,91
Ambos sexos,Castilla y León,Total,2022T2,10,19
Ambos sexos,Castilla y León,Total,2022T1,11,8
Ambos sexos,Castilla y León,Total,2021T4,10,33
Ambos sexos,Castilla y León,Total,2021T3,10,5
Ambos sexos,Castilla y León,Total,2021T2,12,59
Ambos sexos,Castilla y León,Total,2021T1,12,64
Ambos sexos,Castilla y León,Total,2020T4,11,61
Ambos sexos,Castilla y León,Total,2020T3,12,49
Ambos sexos,Castilla y León,Total,2020T2,12,35
Ambos sexos,Castilla y León,Total,2020T1,11,82
Ambos sexos,Castilla y León,Total,2019T4,11,20
Ambos sexos,Castilla y León,Total,2019T3,11,18
Ambos sexos,Castilla y León,Total,2019T2,11,76
Ambos sexos,Castilla y León,Total,2019T1,12,42
Ambos sexos,Castilla y León,Total,2018T4,11,21
Ambos sexos,Castilla y León,Total,2018T3,11,30
Ambos sexos,Castilla y León,Total,2018T2,12,0
Ambos sexos,Castilla y León,Total,2018T1,13,91
Ambos sexos,Castilla y León,Total,2017T4,13,71
Ambos sexos,Castilla y León,Total,2017T3,13,2
Ambos sexos,Castilla y León,Total,2017T2,14,45
Ambos sexos,Castilla y León,Total,2017T1,15,13
Ambos sexos,Castilla y León,Total,2016T4,14,81
Ambos sexos,Castilla y León,Total,2016T3,13,91
Ambos sexos,Castilla y León,Total,2016T2,16,25
Ambos sexos,Castilla y León,Total,2016T1,18,33
Ambos sexos,Castilla y León,Total,2015T4,17,58
Ambos sexos,Castilla y León,Total,2015T3,16,59
Ambos sexos,Castilla y León,Total,2015T2,18,49
Ambos sexos,Castilla y León,Total,2015T1,20,38
Ambos sexos,Castilla y León,Total,2014T4,20,28
Ambos sexos,Castilla y León,Total,2014T3,19,40
Ambos sexos,Castilla y León,Total,2014T2,21,17
Ambos sexos,Castilla y León,Total,2014T1,22,21
Ambos sexos,Castilla y León,Total,2013T4,22,2
Ambos sexos,Castilla y León,Total,2013T3,20,91
Ambos sexos,Castilla y León,Total,2013T2,21,34
Ambos sexos,Castilla y León,Total,2013T1,22,72
Ambos sexos,Castilla y León,Total,2012T4,20,74
Ambos sexos,Castilla y León,Total,2012T3,19,23
Ambos sexos,Castilla y León,Total,2012T2,19,82
Ambos sexos,Castilla y León,Total,2012T1,19,41
Ambos sexos,Castilla y León,Total,2011T4,17,21
Ambos sexos,Castilla y León,Total,2011T3,16,24
Ambos sexos,Castilla y León,Total,2011T2,16,51
Ambos sexos,Castilla y León,Total,2011T1,17,51
Ambos sexos,Castilla y León,Total,2010T4,15,78
Ambos sexos,Castilla y León,Total,2010T3,15,20
Ambos sexos,Castilla y León,Total,2010T2,16,38
Ambos sexos,Castilla y León,Total,2010T1,15,83
Ambos sexos,Castilla y León,Total,2009T4,14,21
Ambos sexos,Castilla y León,Total,2009T3,13,17
Ambos sexos,Castilla y León,Total,2009T2,14,40
Ambos sexos,Castilla y León,Total,2009T1,14,12
Ambos sexos,Castilla y León,Total,2008T4,11,40
Ambos sexos,Castilla y León,Total,2008T3,9,47
Ambos sexos,Castilla y León,Total,2008T2,9,36
Ambos sexos,Castilla y León,Total,2008T1,8,22
Ambos sexos,Castilla y León,Total,2007T4,6,94
Ambos sexos,Castilla y León,Total,2007T3,7,0
Ambos sexos,Castilla y León,Total,2007T2,7,21
Ambos sexos,Castilla y León,Total,2007T1,7,38
Ambos sexos,Castilla y León,Total,2006T4,7,58
Ambos sexos,Castilla y León,Total,2006T3,7,52
Ambos sexos,Castilla y León,Total,2006T2,8,24
Ambos sexos,Castilla y León,Total,2006T1,9,14
Ambos sexos,Castilla y León,Total,2005T4,8,53
Ambos sexos,Castilla y León,Total,2005T3,7,68
Ambos sexos,Castilla y León,Total,2005T2,8,65
Ambos sexos,Castilla y León,Total,2005T1,10,15
Ambos sexos,Castilla y León,Total,2004T4,10,48
Ambos sexos,Castilla y León,Total,2004T3,9,77
Ambos sexos,Castilla y León,Total,2004T2,10,97
Ambos sexos,Castilla y León,Total,2004T1,11,61
Ambos sexos,Castilla y León,Total,2003T4,11,2
Ambos sexos,Castilla y León,Total,2003T3,10,83
Ambos sexos,Castilla y León,Total,2003T2,11,17
Ambos sexos,Castilla y León,Total,2003T1,11,39
Ambos sexos,Castilla y León,Total,2002T4,10,15
Ambos sexos,Castilla y León,Total,2002T3,10,23
Ambos sexos,Castilla y León,Total,2002T2,10,65
Ambos sexos,Castilla y León,Total,2002T1,10,83
Ambos sexos,Castilla y León,Menores de 25 años,2023T4,29,49
Ambos sexos,Castilla y León,Menores de 25 años,2023T3,23,59
Ambos sexos,Castilla y León,Menores de 25 años,2023T2,26,81
Ambos sexos,Castilla y León,Menores de 25 años,2023T1,29,36
Ambos sexos,Castilla y León,Menores de 25 años,2022T4,21,65
Ambos sexos,Castilla y León,Menores de 25 años,2022T3,21,35
Ambos sexos,Castilla y León,Menores de 25 años,2022T2,35,7
Ambos sexos,Castilla y León,Menores de 25 años,2022T1,28,21
Ambos sexos,Castilla y León,Menores de 25 años,2021T4,27,27
Ambos sexos,Castilla y León,Menores de 25 años,2021T3,27,53
Ambos sexos,Castilla y León,Menores de 25 años,2021T2,32,40
Ambos sexos,Castilla y León,Menores de 25 años,2021T1,32,8
Ambos sexos,Castilla y León,Menores de 25 años,2020T4,31,97
Ambos sexos,Castilla y León,Menores de 25 años,2020T3,36,44
Ambos sexos,Castilla y León,Menores de 25 años,2020T2,37,29
Ambos sexos,Castilla y León,Menores de 25 años,2020T1,32,69
Ambos sexos,Castilla y León,Menores de 25 años,2019T4,27,27
Ambos sexos,Castilla y León,Menores de 25 años,2019T3,25,82
Ambos sexos,Castilla y León,Menores de 25 años,2019T2,33,60
Ambos sexos,Castilla y León,Menores de 25 años,2019T1,32,22
Ambos sexos,Castilla y León,Menores de 25 años,2018T4,25,47
